Removed Pin From Net: NetName=NetD3_A Pin=D3-A
Removed Pin From Net: NetName=NetD4_A Pin=D4-A
Removed Pin From Net: NetName=AC_N2 Pin=L1-1
Removed Pin From Net: NetName=NetL1_1 Pin=L1-3
Removed Pin From Net: NetName=NetD3_A Pin=Q2-D
Removed Pin From Net: NetName=VIN Pin=R20-1
Removed Pin From Net: NetName=NetC12_1 Pin=R20-2
Removed Pin From Net: NetName=GND Pin=R29-1
Removed Pin From Net: NetName=NetQ2_S Pin=R29-2
Removed Pin From Net: NetName=GND Pin=R30-1
Removed Pin From Net: NetName=NetQ2_S Pin=R30-2
Removed Pin From Net: NetName=GND Pin=T1-1
Removed Pin From Net: NetName=NetD3_A Pin=T1-4
Removed Pin From Net: NetName=VIN Pin=T1-6
Removed Pin From Net: NetName=NetD4_A Pin=T1-10
Removed Pin From Net: NetName=AC_L1 Pin=U1-1
Removed Pin From Net: NetName=AC_N1 Pin=U1-2
Removed Pin From Net: NetName=GND_5V Pin=U3-1
Removed Pin From Net: NetName=NetC14_1 Pin=U3-2
Removed Pin From Net: NetName=GND_24V Pin=U4-1
Removed Pin From Net: NetName=NetC22_1 Pin=U4-2
Change Component Footprint: Designator=R20 Old Footprint=RES-1WD New Footprint=Res 0805
Change Component Comment : Designator=R20 Old Comment=Res New Comment=RK73B2ATTD104J
Change Component Designator: OldDesignator=D3 NewDesignator=D4
Change Component Designator: OldDesignator=D4 NewDesignator=D5
Change Component Designator: OldDesignator=D5 NewDesignator=D6
Change Component Designator: OldDesignator=D6 NewDesignator=D7
Change Component Designator: OldDesignator=D7 NewDesignator=D8
Change Component Designator: OldDesignator=D8 NewDesignator=D9
Change Component Designator: OldDesignator=R16 NewDesignator=R17
Change Component Designator: OldDesignator=R17 NewDesignator=R18
Change Component Designator: OldDesignator=R18 NewDesignator=R22
Change Component Designator: OldDesignator=R19 NewDesignator=R23
Change Component Designator: OldDesignator=R21 NewDesignator=R25
Change Component Designator: OldDesignator=R22 NewDesignator=R26
Change Component Designator: OldDesignator=R23 NewDesignator=R27
Change Component Designator: OldDesignator=R24 NewDesignator=R28
Change Component Designator: OldDesignator=R25 NewDesignator=R29
Change Component Designator: OldDesignator=R26 NewDesignator=R30
Change Component Designator: OldDesignator=R27 NewDesignator=R31
Change Component Designator: OldDesignator=R28 NewDesignator=R32
Change Component Designator: OldDesignator=R31 NewDesignator=R33
Change Component Designator: OldDesignator=U2 NewDesignator=U1
Change component parameters: Designator = "R20" ("R20"); Footprint = "RES-1WD"; UniqueID = "\ANCCTJNW" ("\ANCCTJNW")
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digikey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "2019-RK73B2ATTD104JCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "0805 10k"; VariantName = "[No Variations]"
Added Component: Designator=D3(DIODE 1kV 3A)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "40pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Diode"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.diodes.com/assets/Datasheets/ds16005.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Discrete Semiconductors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Diodes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Rectifier Diodes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "DIODE GEN PURP 1KV 3A SMB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Footprint Url"; Value = "https://www.diodes.com/assets/Package-Files/SMB.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Forward Current"; Value = "3A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "2.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Diodes Inc."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "S3MB-13-F"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Junction Temp"; Value = "+150°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Repetitive Reverse Voltage"; Value = "1000V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Surge Forward Current"; Value = "100A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "Rectifiers 1000V 3A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/s3mb-13-f-diodes+inc.-333387"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "SMB"; VariantName = "[No Variations]"
